Date, Open, High, Low, Close, Volume
03/12/20, 55.12, 59.995, 50.81, 59.60, 661268
03/11/20, 62.91, 64.00, 57.41, 60.76, 1066856
03/10/20, 65.95, 67.18, 60.90, 66.50, 921766
03/09/20, 63.52, 68.32, 62.51, 65.29, 721022
03/06/20, 69.42, 71.50, 62.06, 71.28, 3934680
03/05/20, 77.30, 78.1726, 71.59, 72.59, 340086
03/04/20, 78.71, 78.71, 72.87, 77.42, 354791
03/03/20, 79.52, 81.14, 75.00, 76.95, 331784
03/02/20, 80.44, 81.48, 75.02, 79.37, 418703
02/28/20, 70.03, 79.83, 70.03, 79.70, 314878
02/27/20, 73.49, 76.50, 71.17, 72.73, 226112
02/26/20, 73.96, 80.23, 73.01, 75.18, 434314
02/25/20, 79.24, 80.00, 72.75, 73.57, 559782
02/24/20, 78.10, 80.61, 75.54, 79.95, 306467
02/21/20, 85.06, 85.4745, 78.68, 82.00, 618359
02/20/20, 90.39, 90.99, 84.00, 85.44, 278961
02/19/20, 86.41, 93.80, 82.10, 90.60, 992275
02/18/20, 93.00, 93.86, 86.646, 90.22, 290265
02/14/20, 87.67, 94.28, 86.35, 92.57, 265645
02/13/20, 87.70, 90.77, 86.04, 86.77, 121850
02/12/20, 86.56, 87.21, 84.8992, 86.66, 137853
02/11/20, 88.87, 90.01, 83.53, 87.25, 286737
02/10/20, 89.46, 91.42, 87.495, 88.37, 97814
02/07/20, 92.70, 93.00, 86.16, 88.98, 222451
02/06/20, 92.27, 95.33, 90.525, 91.19, 125780
02/05/20, 91.13, 93.1123, 90.03, 92.01, 114336
02/04/20, 95.46, 96.01, 90.225, 90.72, 152517
02/03/20, 91.25, 96.6641, 91.00, 93.82, 141160
01/31/20, 93.80, 96.74, 89.11, 91.39, 214731
01/30/20, 99.00, 99.27, 89.68, 93.55, 370312
01/29/20, 107.78, 108.3585, 98.03, 99.29, 284832
01/28/20, 104.62, 108.27, 103.2976, 106.62, 245356
01/27/20, 99.76, 104.8933, 97.02, 103.21, 334901
01/24/20, 95.46, 101.00, 94.1575, 100.79, 328164
01/23/20, 92.35, 95.06, 90.00, 95.06, 197343
